"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"Dner",0,0,50,0,0,1,243,90,0,0,0,8,0,0
"Dnlz",574,625,406,152,941,52,1435,1185,1042,1450,2702,462,1766,1564
"Dnm1",1447,1759,794,1022,4127,146,1309,1789,1247,1039,4385,4939,970,2777
"Dnm1l",374,1135,489,21,2795,286,398,354,623,390,922,238,1007,378
"Dnm2",3548,4150,2476,1927,5123,1326,3336,8759,4146,3776,7461,7982,174,2041
"Dnm3",752,615,19,761,176,10,234,447,2722,33,1043,276,412,0
"Dnm3os",3328,1980,509,1232,4868,250,1620,3116,184,676,2609,705,539,1330
"Dnmbp",25,0,0,0,349,14,370,0,0,70,371,376,0,839
"Dnmt1",648,486,164,486,1205,104,148,249,2084,151,1279,1530,34,111
"Dnmt3a",2030,905,698,271,4399,224,2091,3963,5719,1161,2161,373,1915,5915
"Dnmt3b",0,0,3,0,216,0,33,234,12,14,0,0,0,9
"Dnmt3l",192,0,71,0,237,65,193,204,2,0,36,127,0,0
"Dnpep",12273,11779,2279,2359,4639,1638,17722,11352,21366,24443,8948,9984,14347,9728
"Dntt",0,0,12,0,6,3,29,232,0,0,39,0,0,0
"Dnttip1",1228,940,638,377,1068,102,3757,1847,2575,8216,3005,1023,5436,2847
"Dnttip2",11685,7905,2026,819,6804,482,9694,8488,6412,13358,16979,6370,15703,12708
"Doc2a",401,107,121,43,198,0,277,296,1573,134,1072,75,229,0
"Doc2b",0,0,0,0,22,13,0,0,0,197,0,21,0,0
"Doc2g",0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Dock1",2093,1823,420,748,2456,284,2136,4391,10191,916,6458,5921,2217,2398
"Dock10",158,525,47,484,1011,0,561,703,1,138,1185,0,17,331
"Dock11",2587,1968,187,1131,3369,313,1695,686,31,2075,634,1059,3506,1579
"Dock2",0,0,0,0,0,0,5,41,0,0,0,0,0,0
"Dock3",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dock4",14,179,98,12,377,157,289,686,334,281,100,409,297,21
"Dock5",182,207,97,245,474,1,0,45,412,5,58,9,128,0
"Dock6",338,429,175,521,93,1,252,0,199,15,0,246,2,1859
"Dock7",1334,2010,390,225,2950,476,2068,629,2155,1836,1844,1176,3250,1601
"Dock8",2,0,2,1,341,8,40,53,794,9,0,0,38,0
"Dock9",1129,1284,307,220,1859,58,629,489,335,12,1517,228,535,1879
"Dohh",2701,3543,1670,359,2150,791,3237,6411,11738,4315,12604,15023,3321,6777
"Dok1",1214,733,1255,329,1777,110,5784,3175,918,2084,3544,460,842,1825
"Dok2",1,0,1,0,0,1,0,77,0,8,0,0,5,0
"Dok3",0,0,0,0,3,2,8,138,0,13,0,22,37,0
"Dok4",205,224,346,0,653,79,57,769,95,133,0,35,0,16
"Dok5",166,4,1,0,38,0,0,0,0,0,0,0,0,0
"Dok6",0,0,0,0,0,0,54,0,0,0,0,0,0,0
"Dok7",0,0,0,0,2,0,0,0,40,0,0,0,0,0
"Dolk",1270,2514,692,1,1178,139,903,1947,4013,522,150,84,1072,2542
"Dolpp1",1455,9,90,1,2132,206,1960,6,834,384,264,58,487,3675
"Dom3z",936,486,782,298,997,380,3632,1535,4043,2050,4140,2284,832,4129
"Donson",403,114,26,0,152,20,236,220,0,23,0,0,298,846
"Dopey1",591,440,517,0,1141,215,361,1016,3374,404,3069,8,721,0
"Dopey2",285,25,230,5,726,190,335,993,3,5195,311,0,220,0
"Dos",9,553,10,1,39,1,101,5,249,379,24,0,796,0
"Dot1l",4129,3222,1090,593,2860,234,5231,6390,12420,900,7039,5118,8267,5393
"Doxl2",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Dpagt1",2795,3530,809,969,2375,68,2937,1384,1905,2668,1641,5046,2916,943
"Dpcd",901,90,342,743,694,130,1382,381,4074,11277,3787,45594,429,560
"Dpcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpep1",90863,71311,36419,34065,84461,9934,170795,103748,87511,154048,115790,150982,175698,141968
"Dpep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpf1",186,387,121,0,199,0,12,63,1,0,0,170,0,1
"Dpf2",1731,1090,1029,189,1291,182,702,4932,0,676,1409,1042,2748,4158
"Dpf3",436,0,0,0,0,0,267,221,0,0,0,0,0,0
"Dph1",436,31,80,26,363,147,7,44,497,69,26,0,45,8
"Dph2",815,682,336,0,633,113,498,903,19,303,0,23,180,1251
"Dph3",2676,914,1056,1119,3246,281,2147,2280,5776,12799,6179,1333,1924,2008
"Dph5",575,811,546,0,581,16,1126,671,47,1093,2052,14,2819,487
"Dpm1",4669,2483,1037,528,3074,314,4784,2831,6816,9477,5153,177893,6177,2376
"Dpm2",2920,2179,525,888,1672,70,4411,2823,11469,2928,6785,114523,4226,1926
"Dpm3",1323,784,601,390,1358,68,1022,876,3353,6471,3897,1508,325,566
"Dpp10",0,0,0,0,0,0,0,0,0,0,0,34,0,0
"Dpp3",1611,1401,1851,933,4799,422,1210,4949,404,10954,191,100,671,244
"Dpp4",5877,7577,3450,2473,25587,1496,6410,10848,8986,6097,9962,6124,4595,13561
"Dpp6",0,0,0,0,32,1,0,0,0,0,0,0,0,0
"Dpp7",7120,3519,2589,2859,4827,727,11899,6192,4745,18518,4490,21413,8213,6817
"Dpp8",452,1414,198,71,3158,170,328,750,20,275,308,71,193,2
"Dpp9",1329,300,2318,520,5991,156,828,2624,2699,615,108,368,6,5
"Dppa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dppa2",0,1,0,0,1,0,3,0,0,0,0,0,0,0
"Dppa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dppa4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dppa5a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpt",207569,148110,63847,64287,130146,14054,303917,323062,288548,107947,155638,143444,170935,233259
"Dpy19l1",1180,364,808,382,3764,28,653,1864,35,676,1866,2355,398,873
"Dpy19l2",0,0,0,38,0,0,0,0,0,0,0,0,0,0
"Dpy19l3",629,51,17,0,633,57,111,792,1491,3,231,0,716,101
"Dpy19l4",5,84,89,0,557,14,40,233,0,1,197,33,12,418
"Dpy30",1157,921,416,1044,951,215,3281,1986,5497,3079,4438,943,882,713
"Dpyd",19,1,180,149,1044,0,21,5,9,153,817,47,2261,1
"Dpys",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpysl2",109947,39281,44511,17047,49211,4921,153895,202460,36941,18216,75836,69118,154900,164511
"Dpysl3",25396,21661,7397,4204,19970,1960,34464,18485,6830,21252,6535,4239,22883,15216
"Dpysl4",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dpysl5",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dqx1",1,0,11,1,0,0,220,234,0,0,0,0,70,108
"Dr1",134,73,50,0,630,132,2,808,106,56,489,1031,0,809
"Dram1",2943,2263,2657,1333,4955,210,1691,7124,2814,1411,6500,1865,2625,1630
"Dram2",3847,3061,1365,1072,2736,256,2015,3313,86,1329,2871,4676,2249,2085
"Drap1",2614,1544,1309,1469,3096,435,10777,8177,17918,17698,31029,22019,10594,7501
"Drd1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drd2",126,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drd3",0,0,12,0,0,0,0,0,0,0,0,0,0,0
"Drd4",0,0,23,0,0,0,0,0,0,90,0,0,0,0
"Drd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drg1",8236,2752,3374,1322,4786,297,7116,7119,5127,3578,3025,13198,6115,7193
"Drg2",4730,1889,765,534,4319,972,6327,2240,5417,1302,6707,388,4838,1984
"Drosha",169,286,68,258,1034,389,279,406,66,297,1170,7,1513,865
"Drp2",66,31,0,215,1,0,9,28,32,152,0,0,0,1948
"Dsc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dsc2",0,0,0,0,5,0,0,0,2,0,210,0,0,0
"Dsc3",0,0,2,0,3,7,0,0,1,0,2,0,59,31
"Dscam",0,0,0,0,0,0,0,2,11,0,0,0,0,0
"Dscaml1",0,0,0,60,0,0,0,0,0,0,0,0,0,13
"Dscc1",335,0,0,0,0,0,1,112,19,0,1,0,119,183
"Dscr3",4870,2334,454,665,3089,238,2717,972,4311,3264,380,203,1042,5531
"Dse",781,2549,1439,629,5710,882,1367,1758,7360,1383,2485,2039,1693,2283
"Dsel",667,801,327,40,2799,254,861,2184,3312,1225,3424,360,1013,563
"Dsg1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dsg1b",0,0,0,0,0,0,0,0,0,4,0,0,0,1
"Dsg1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dsg2",0,0,0,0,0,0,1,0,0,0,291,0,0,12
"Dsg3",0,0,1,0,1,3,0,0,0,0,0,0,58,0
"Dsg4",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dsn1",0,0,56,0,17,0,5,195,0,0,0,0,0,0
"Dsp",0,0,5,1,11,1,0,0,16,0,43,0,0,48
"Dspp",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dst",4172,3944,1256,1355,6203,1326,3971,3014,5420,10280,9516,29003,2712,4203
"Dstn",29776,13123,9089,4611,19102,2971,35001,40551,7337,12864,10356,39349,28915,30179
"Dstyk",998,1810,262,344,1278,356,996,435,417,2300,2578,76881,80,597
"Dtd1",4589,2637,1759,1137,2048,395,3166,4939,6946,7977,13548,3715,10698,1818
"Dtl",0,38,0,0,22,0,3,117,0,0,0,43,0,0
"Dtna",0,0,0,201,0,34,0,604,121,0,4,0,205,298
"Dtnb",442,141,120,0,281,5,393,450,4,6088,1951,1412,599,0
"Dtnbp1",10962,7832,2115,3971,7347,653,13881,15236,27665,12864,32539,20662,30295,17058
"Dtwd1",728,657,255,41,235,44,2348,1042,6,1163,102,987,2496,280
"Dtwd2",726,711,2,117,555,0,710,34,0,0,172,2180,0,0
"Dtx1",0,1,0,1,0,0,0,0,0,0,0,0,23,0
"Dtx2",2297,806,305,1491,2222,598,1368,2456,2869,504,1609,1786,2580,2279
"Dtx3",493,170,270,163,987,85,1998,2834,1847,8649,1073,72,1702,3673
"Dtx3l",760,740,443,3,1577,11,297,1655,492,245,578,410,1317,238
"Dtx4",814,44,404,0,1670,76,427,2508,402,2485,176,1472,1430,381
"Dtymk",2530,2065,740,644,2465,225,5199,2825,4787,1360,5806,5639,2006,2216
"Dub1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dub1a",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dub2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dub3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duox1",332,48,68,740,699,50,733,2186,292,7414,724,111,1123,637
"Duox2",0,269,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1",3754,2488,372,0,850,80,4192,6928,3771,2352,10935,4148,2329,1586
"Duoxa2",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Dupd1",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Dus1l",776,205,262,552,35,178,1038,566,228,5827,101,71,2,1074
"Dus2l",137,217,365,600,1173,151,2383,692,2250,299,359,31,0,0
"Dus3l",2799,1143,978,386,1750,49,1855,1540,5108,506,1015,119,1189,1179
"Dus4l",82,0,445,0,30,0,359,98,0,308,1,0,80,92
"Dusp1",146806,234835,65178,23889,148412,18739,278453,258642,71611,128172,139948,1849890,260542,184816
"Dusp10",1685,696,902,425,3932,263,2304,1320,5792,491,424,628,3488,2575
"Dusp11",3384,1865,989,571,3118,478,3118,5381,2744,3782,5207,1742,4915,2216
"Dusp12",1347,1096,308,939,826,1,1828,1250,1040,715,1997,479,1148,2732
"Dusp13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dusp14",964,120,905,660,1626,274,766,672,5466,507,3170,742,2856,295
"Dusp15",0,0,0,19,0,0,0,0,0,0,0,0,0,495
"Dusp16",483,1038,235,216,1575,88,550,221,3925,1724,133,1020,1398,4445
"Dusp18",1073,1164,0,1,23,0,1,179,0,619,1,1910,166,1436
"Dusp19",1188,205,138,5,479,21,133,28,0,282,1613,0,0,0
"Dusp2",52,2,0,1,1,0,41,157,41,1,0,0,0,662
"Dusp21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dusp22",3540,697,664,57,1364,495,1488,2836,2040,1587,2164,24161,487,424
"Dusp23",624,188,187,247,237,1,645,824,2408,404,5116,42953,398,0
"Dusp26",287,0,0,254,0,69,0,0,0,0,0,0,1059,0
"Dusp27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dusp28",283,362,113,0,91,20,1000,1025,182,0,3684,183,794,477
"Dusp3",9224,7783,3384,2980,6682,292,25341,38842,13945,4753,7116,6337,20593,23445
"Dusp4",0,124,0,0,209,0,36,0,0,0,657,0,517,0
"Dusp5",173,233,314,144,2309,6,605,2128,16,753,432,101,422,817
"Dusp6",917,1183,1131,2,8822,784,1312,5361,80,187,694,265,284,1959
"Dusp7",282,51,202,102,816,348,261,393,0,179,2758,0,26,342
"Dusp8",4786,2830,1505,920,5217,326,3479,4338,19820,969,9994,1877,1811,2564
"Dusp9",0,0,0,31,27,0,4,3,0,0,0,0,0,0
"Dut",1703,616,386,237,858,16,2755,1155,3220,2119,2457,3338,1733,1262
"Dux",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Duxbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dvl1",689,299,354,0,1246,673,1526,505,1293,63,1680,247,545,159
"Dvl2",85,32,98,22,497,25,325,979,366,41,425,20,8,576
"Dvl3",685,679,633,150,2839,81,685,1748,65,96,78,196,1582,2185
"Dydc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dydc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dym",1106,1583,1136,944,3912,320,2863,1650,35,506,149,152,4229,1935
"Dync1h1",2186,2721,1431,2584,4166,872,4788,2754,5616,5246,5817,1062,6995,3398
"Dync1i1",0,0,0,0,54,0,157,0,0,0,0,0,0,0
"Dync1i2",1487,1017,413,781,2165,681,1303,1592,108,1998,905,401,1835,2114
"Dync1li1",3907,2753,2342,2373,5403,402,3869,5944,18324,788,5758,2564,9382,6991
"Dync1li2",982,2195,400,172,3599,384,1471,2808,4504,538,1323,623,2407,996
"Dync2h1",255,576,243,0,610,32,177,692,787,77,824,48,1691,831
"Dync2li1",2600,1178,550,442,2234,721,3777,2859,1794,5482,6785,25508,2492,1226
"Dynll1",19073,13242,6207,7647,17688,1915,23866,15967,57383,65573,67663,67256,11965,12613
"Dynll2",527,984,247,454,581,118,1872,579,4182,9505,2626,853,1086,445
"Dynlrb1",11124,7756,2924,1879,7122,876,16034,13226,34224,20113,31621,66136,7714,10246
"Dynlrb2",0,0,0,0,0,0,0,13,0,0,0,0,0,0
"Dynlt1a",7,0,1,4,40,2,12,43,471,99,1073,0,11,74
"Dynlt1b",314,219,136,88,569,21,259,132,832,519,1148,94,202,208
"Dynlt1f",394,317,108,84,383,51,636,436,1679,1632,866,559,664,279
"Dynlt3",5510,4539,2898,1415,7978,817,4167,8746,13874,1378,6393,1117,3315,4469
"Dyrk1a",2515,1139,600,1271,2591,57,1881,6097,1539,698,7152,2181,1097,969
"Dyrk1b",245,8,78,181,103,0,142,269,0,39,0,0,0,424
"Dyrk2",73,61,121,418,970,2,835,114,0,27,55,0,83,1191
"Dyrk3",0,0,0,404,0,1,57,48,0,6,0,0,0,0
"Dyrk4",0,0,0,0,0,0,0,161,0,0,0,0,0,0
"Dysf",0,0,1,405,0,2,0,0,0,0,0,0,0,0
"Dytn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dyx1c1",3,0,0,18,0,0,3,3,0,1,112,0,0,0
"Dzip1",1229,1029,445,229,1306,129,1049,704,28,256,2713,999,497,417
"Dzip1l",867,759,259,0,320,12,610,388,4038,0,1037,0,162,1081
"Dzip3",260,27,399,429,731,0,471,260,397,60,1,121,728,582
"E030002O03Rik",0,0,0,0,0,0,8,1,0,0,32,0,0,0
"E030003E18Rik",1138,299,667,126,1199,106,317,643,1011,357,2742,90,735,451
"E030010A14Rik",0,0,0,0,12,2,47,11,0,9,0,0,0,0
"E030011O05Rik",174,17,63,0,144,0,74,188,0,181,331,0,0,0
"E030013I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E030018B13Rik",53,0,0,0,0,0,0,0,0,0,0,0,0,0
"E030019B06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E030019B13Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E030024N20Rik",169,431,21,4,608,298,21,404,18,29,2122,56,31,33
"E030025P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E030030I06Rik",0,0,0,0,7,1,0,0,0,0,0,0,0,0
"E030044B06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E130003G02Rik",0,0,0,0,0,0,9,0,0,0,0,0,0,0
"E130006D01Rik",50,0,0,0,18,0,0,126,0,8,0,0,0,0
"E130008D07Rik",0,0,0,0,0,0,0,0,0,0,0,12,0,0
"E130012A19Rik",0,261,134,66,186,0,361,227,0,53,0,172,0,161
"E130018N17Rik",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"E130102H24Rik",262,135,44,117,353,28,346,264,34,2245,1301,337,11,575
"E130112N10Rik",0,0,1,0,13,3,0,0,0,0,0,0,0,0
"E130114P18Rik",357,204,58,139,503,221,668,513,0,60,985,9242,748,0
"E130201H02Rik",0,0,0,0,0,0,1,0,5,0,0,0,0,0
"E130203B14Rik",977,850,1777,225,2536,37,223,199,147,725,100,590,0,1901
"E130215H24Rik",0,0,107,0,0,0,0,10,0,0,0,0,0,0
"E130218I03Rik",20,5,78,0,2,1,2,28,0,4,0,0,0,0
"E130303B06Rik",617,608,290,0,243,98,224,32,3803,1530,806,0,645,90
"E130304F04Rik",240,191,84,0,752,43,751,1050,4,0,4018,368,497,321
"E130304I02Rik",25,14,0,84,71,5,0,53,1120,0,26,0,0,0
"E130306D19Rik",0,26,0,0,1,0,13,20,0,14,0,0,3,205
"E130307A14Rik",292,188,69,55,629,0,1106,80,120,1285,1014,742,1049,523
"E130308A19Rik",233,159,135,41,112,54,468,888,1,37,147,60,42,205
"E130309D02Rik",151,1141,177,470,1247,395,595,479,0,132,52,116,732,1002
"E130309D14Rik",0,0,0,0,41,0,166,0,211,0,0,0,0,0
"E130309F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E130310I04Rik",0,4,0,0,108,0,0,0,0,0,0,0,0,0
"E130311K13Rik",669,259,224,1,398,37,96,876,0,251,1348,342,510,0
"E130317F20Rik",7,17,38,0,115,0,0,0,1181,31,92,0,0,0
"E230008N13Rik",0,0,0,0,0,0,0,0,0,10,0,0,0,0
"E230016K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E230016M11Rik",75,157,43,7,572,54,348,595,828,46,638,127,13,97
"E230019M04Rik",0,0,0,0,0,0,0,0,0,0,21,0,0,0
"E230025N22Rik",0,0,9,0,0,8,0,22,0,0,0,0,0,0
"E230029C05Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,340,591,0,1600,2,1088,573,0,213,0,124,1686,2415
"E2f2",0,0,3,0,2,0,16,28,2,1,0,0,0,0
"E2f3",324,10,15,124,246,6,9,15,0,83,0,742,0,51
"E2f4",1809,1600,1145,64,1275,223,3793,3862,34,789,2192,1927,4611,5201
"E2f5",1758,586,954,196,1046,178,1023,2194,979,777,1075,210,3485,2233
"E2f6",1268,1083,152,0,1559,13,14,1754,0,0,284,0,626,2178
"E2f7",0,13,0,0,14,0,0,0,0,0,0,0,99,0
"E2f8",0,0,0,0,0,0,10,12,0,0,0,0,0,0
"E330009D11",70,57,0,0,0,0,0,0,0,0,0,0,0,0
"E330009J07Rik",0,0,65,0,73,0,423,1,0,0,0,0,0,0
"E330011O21Rik",0,0,0,0,0,0,0,0,0,0,58,0,0,0
"E330012B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330013P04Rik",2032,136,272,0,194,1,1800,0,2307,390,982,1819,1952,765
"E330013P06",61,161,52,61,143,0,9,233,32,795,556,703,115,0
"E330016A19Rik",965,1306,928,105,1212,3,637,617,466,758,776,767,804,116
"E330017A01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330017L17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330020D12Rik",0,0,0,0,0,0,0,0,5,1,0,0,0,0
"E330021D16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330023G01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330033B04Rik",2289,4943,309,1118,2203,250,3982,7715,3127,1455,292,541,5552,3961
"E330033L03",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E330034G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E430016F16Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E430018J23Rik",1,0,1,0,1,176,475,225,287,573,0,0,63,0
"E430025E21Rik",748,128,459,0,1955,38,167,1487,450,34,1070,65,520,44
"E4f1",642,679,329,1075,1027,2,285,2142,88,1013,315,80,155,1518
"E530001F21Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E530011L22Rik",170,240,83,0,669,0,1,117,72,105,1017,404,148,395
"EU599041",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eaf1",405,565,102,2,1151,82,106,1581,2148,67,334,387,679,1101
"Eaf2",19,0,11,0,11,0,0,194,0,0,0,0,0,212
"Eapp",2874,986,161,783,1117,216,2004,1407,5731,8242,8347,10729,6257,626
"Ear1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ear10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ear11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ear2",1,0,3,0,0,0,27,0,3,15,0,0,0,0
"Ear4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ear5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ear6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ears2",4,168,0,0,321,0,455,5,0,19,2,39,0,0
"Ebag9",332,1095,283,0,351,237,565,368,1525,764,1776,245,36,0
"Ebf1",20242,12977,8036,7619,21695,1939,22545,44924,3305,8944,9018,12160,18719,19495
"Ebf2",6800,4989,2298,2483,16616,1399,4318,7955,7530,3769,4800,1159,6187,9199
"Ebf3",1062,811,240,876,4249,90,1070,515,465,8827,2668,519,2001,2324
"Ebf4",27,0,96,0,185,0,0,0,31,0,0,0,0,0
"Ebi3",1,0,0,0,2,0,3,21,0,2,0,0,1,0
"Ebna1bp2",3808,3403,997,422,2358,398,7466,4677,11764,6000,11304,42909,7349,4788
"Ebp",7082,4837,2896,2646,5569,805,9589,6240,17540,12314,25473,6873,4919,7989
"Ebpl",1357,470,551,1244,1753,242,1893,1722,11745,8288,6230,1645,2669,1369
"Ecd",1343,162,813,135,1846,361,520,819,26,174,45,1303,13,2196
"Ece1",36750,15933,7850,6404,18663,1489,55637,74712,90881,24644,107757,73827,67794,79964
"Ece2",2058,627,298,316,569,36,577,355,1477,994,0,3945,1489,2106
"Ecel1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ech1",11858,6942,3887,1794,5428,834,15071,8527,22352,13402,50934,44453,12057,10892
"Echdc1",29,1,200,191,341,240,95,36,4,30,433,0,5,330
"Echdc2",752,787,561,12,594,49,1585,1108,684,247,3848,8454,2082,5517
"Echdc3",0,286,18,0,116,42,0,389,173,0,49,105,2682,382
"Echs1",2536,2199,1185,727,1770,130,5548,1702,1442,6840,6547,6144,5564,1531
"Eci1",4086,3223,1097,3,2058,533,4249,2830,14684,7495,16354,23893,5587,2829
"Eci2",3454,3515,600,186,4741,755,4541,4440,509,1409,7295,4919,4848,5926
"Eci3",0,0,0,0,1,0,23,973,0,0,0,0,0,0
"Ecm1",95398,81625,42563,40446,105949,13402,187788,164383,170559,208160,70837,104062,234587,253334
"Ecm2",11186,7558,6826,2353,17662,2993,5798,13456,21530,4820,19665,7826,16237,6860
"Ecscr",10,1895,517,502,1755,41,659,940,16,294,6213,159,1430,1455
"Ecsit",1290,1141,589,356,1392,29,3534,2235,3804,529,4950,821,1986,6176
"Ect2",0,0,0,0,0,0,74,63,2,0,274,0,0,0
"Ect2l",0,0,0,0,3,0,151,0,0,0,1020,21,0,0
"Eda",455,425,123,0,1780,253,395,1047,127,4851,45,970,30,180
"Eda2r",353,304,1220,0,783,0,553,356,46,7,0,0,1087,289
"Edar",0,0,0,0,17,0,0,0,0,0,0,0,0,0
"Edaradd",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Edc3",30,243,299,19,165,35,83,600,0,79,693,155,0,0
"Edc4",337,406,262,440,1179,13,197,456,0,1,188,56,520,278
"Eddm3b",0,0,52,0,0,0,0,0,0,0,0,0,0,0
"Edem1",2346,3443,1597,1430,3649,183,3829,2780,567,1251,724,43,1026,641
"Edem2",5482,1920,2660,2500,5753,528,3369,4252,1853,2965,1994,5,4625,4272
"Edem3",166,271,141,0,2071,82,71,133,14,30,30,106,1,6
"Edf1",6030,5919,3013,2661,5964,970,13232,8319,22831,40600,25515,71665,7183,6965
"Edil3",25,0,0,1,720,0,0,95,0,0,0,0,0,19
"Edn1",78,212,287,520,288,438,2113,671,0,1373,284,1512,603,197
"Edn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edn3",0,685,0,0,0,0,0,432,0,422,0,0,0,0
"Ednra",1084,100,132,119,151,0,210,79,0,93,0,0,16,1296
"Ednrb",6,1932,1583,116,3,0,5,0,4841,336,0,0,0,0
"Eea1",950,2538,1154,1299,4172,322,2513,1227,4969,604,3659,928,3723,2619
"Eed",3553,1067,1116,720,998,106,2715,4673,940,917,4049,3985,2074,5489
"Eef1a1",492256,295422,149819,138941,304726,44981,552419,466547,188276,246163,291291,1108515,708649,588193
"Eef1a2",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Eef1b2",11522,6286,4321,3035,8588,694,9182,11628,11699,6196,23612,8996,11814,12833
"Eef1d",13982,9953,3083,3811,8331,1237,19514,11740,35156,29645,57858,26824,19691,19562
"Eef1e1",2744,1977,267,129,1241,61,2546,2477,2387,5901,4120,4267,6194,1870
"Eef1g",19380,16539,6366,4556,13950,2270,25821,18839,23554,24142,28124,24077,24400,19979
"Eef2",30957,32693,24695,23259,70890,7958,36347,70469,40714,53605,43434,113034,41559,40632
"Eef2k",1028,1166,953,1,2203,18,1617,2777,0,1854,1693,349,2205,539
"Eefsec",2230,732,372,1061,978,103,3786,873,912,1093,757,105,1801,1863
"Eepd1",686,352,136,0,151,19,74,1606,3,114,202,0,587,259
"Efcab1",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Efcab10",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Efcab2",1,23,0,87,431,0,129,9,0,11,508,0,204,138
"Efcab3",0,0,0,0,1,0,3,0,0,0,0,0,0,0
"Efcab4a",65,0,1,0,158,44,8,0,1,524,11,0,0,0
"Efcab4b",0,0,0,0,73,0,0,0,0,0,0,0,0,0
"Efcab5",0,1,0,3,58,0,0,0,0,0,144,174,0,1120
"Efcab6",0,0,0,0,292,0,0,0,0,59,2440,59,0,0
"Efcab7",71,128,69,0,13,171,3,0,3,0,0,19,0,0
"Efcab8",0,0,0,0,3,0,0,8,0,0,0,0,412,75
